sale_id,sale_date,customer_id,product_id,region_id,quantity,unit_price,discount,total_sale,product_name,category,product_price,stock_quantity,first_name,last_name,email,gender,age,loyalty_status,signup_date,customer_region,sale_region,subregion,year,quarter,month,month_name,day,day_of_week,day_name
2026-000138,2026-05-18,66,3,2,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,2,5,May,18,1,Monday
2026-000139,2026-05-19,20,10,1,1,28.49,0.05,27.07,,,,,,,,,,,,,,,2026,2,5,May,19,2,Tuesday
2026-000140,2026-05-20,75,8,3,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,2,5,May,20,3,Wednesday
2026-000141,2026-05-21,29,15,4,1,25.49,0.1,22.94,,,,,,,,,,,,,,,2026,2,5,May,21,4,Thursday
2026-000142,2026-05-22,60,6,2,2,13.49,0.05,25.61,,,,,,,,,,,,,,,2026,2,5,May,22,5,Friday
2026-000143,2026-05-23,43,9,1,1,17.99,0.0,17.99,,,,,,,,,,,,,,,2026,2,5,May,23,6,Saturday
2026-000144,2026-05-24,78,12,3,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,2,5,May,24,0,Sunday
2026-000145,2026-05-25,55,7,4,3,14.99,0.1,40.47,,,,,,,,,,,,,,,2026,2,5,May,25,1,Monday
2026-000146,2026-05-26,69,3,2,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,2,5,May,26,2,Tuesday
2026-000147,2026-05-27,15,10,1,1,28.49,0.0,28.49,,,,,,,,,,,,,,,2026,2,5,May,27,3,Wednesday
2026-000148,2026-05-28,90,2,3,1,9.49,0.0,9.49,,,,,,,,,,,,,,,2026,2,5,May,28,4,Thursday
2026-000149,2026-05-29,34,14,4,1,35.49,0.1,31.94,,,,,,,,,,,,,,,2026,2,5,May,29,5,Friday
2026-000150,2026-05-30,98,5,1,2,16.49,0.05,31.32,,,,,,,,,,,,,,,2026,2,5,May,30,6,Saturday
2026-000151,2026-05-31,50,11,2,1,22.49,0.0,22.49,,,,,,,,,,,,,,,2026,2,5,May,31,0,Sunday
2026-000152,2026-06-01,22,8,3,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,2,6,June,1,1,Monday
2026-000153,2026-06-02,80,4,1,1,30.49,0.05,28.97,,,,,,,,,,,,,,,2026,2,6,June,2,2,Tuesday
2026-000154,2026-06-03,60,6,4,1,12.99,0.0,12.99,,,,,,,,,,,,,,,2026,2,6,June,3,3,Wednesday
2026-000155,2026-06-04,38,9,2,1,17.99,0.0,17.99,,,,,,,,,,,,,,,2026,2,6,June,4,4,Thursday
2026-000156,2026-06-05,108,12,3,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,2,6,June,5,5,Friday
2026-000157,2026-06-06,46,7,2,2,14.99,0.05,28.48,,,,,,,,,,,,,,,2026,2,6,June,6,6,Saturday
2026-000158,2026-06-07,92,10,3,1,28.49,0.0,28.49,,,,,,,,,,,,,,,2026,2,6,June,7,0,Sunday
2026-000159,2026-06-08,58,3,1,1,9.49,0.0,9.49,,,,,,,,,,,,,,,2026,2,6,June,8,1,Monday
2026-000160,2026-06-09,81,12,4,1,20.49,0.1,18.44,,,,,,,,,,,,,,,2026,2,6,June,9,2,Tuesday
2026-000161,2026-06-10,23,6,2,3,13.49,0.1,36.42,,,,,,,,,,,,,,,2026,2,6,June,10,3,Wednesday
2026-000162,2026-06-11,95,15,3,1,25.49,0.05,24.22,,,,,,,,,,,,,,,2026,2,6,June,11,4,Thursday
2026-000163,2026-06-12,49,8,1,2,13.99,0.0,27.98,,,,,,,,,,,,,,,2026,2,6,June,12,5,Friday
2026-000164,2026-06-13,66,11,4,1,22.49,0.0,22.49,,,,,,,,,,,,,,,2026,2,6,June,13,6,Saturday
2026-000165,2026-06-14,20,2,2,1,9.49,0.0,9.49,,,,,,,,,,,,,,,2026,2,6,June,14,0,Sunday
2026-000166,2026-06-15,108,9,3,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2026,2,6,June,15,1,Monday
2026-000167,2026-06-16,75,14,1,1,35.49,0.1,31.94,,,,,,,,,,,,,,,2026,2,6,June,16,2,Tuesday
2026-000168,2026-06-17,29,5,4,2,16.49,0.05,31.32,,,,,,,,,,,,,,,2026,2,6,June,17,3,Wednesday
2026-000169,2026-06-18,87,7,2,3,14.99,0.1,40.47,,,,,,,,,,,,,,,2026,2,6,June,18,4,Thursday
2026-000170,2026-06-19,34,3,1,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,2,6,June,19,5,Friday
2026-000171,2026-06-20,61,12,3,1,20.49,0.05,19.46,,,,,,,,,,,,,,,2026,2,6,June,20,6,Saturday
2026-000172,2026-06-21,105,6,4,2,13.49,0.05,25.61,,,,,,,,,,,,,,,2026,2,6,June,21,0,Sunday
2026-000173,2026-06-22,42,10,2,1,27.99,0.0,27.99,,,,,,,,,,,,,,,2026,2,6,June,22,1,Monday
2026-000174,2026-06-23,78,1,1,1,7.49,0.0,7.49,,,,,,,,,,,,,,,2026,2,6,June,23,2,Tuesday
2026-000175,2026-06-24,55,4,3,1,30.49,0.0,30.49,,,,,,,,,,,,,,,2026,2,6,June,24,3,Wednesday
2026-000176,2026-06-25,69,8,2,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,2,6,June,25,4,Thursday
2026-000177,2026-06-26,15,15,4,1,25.49,0.1,22.94,,,,,,,,,,,,,,,2026,2,6,June,26,5,Friday
2026-000178,2026-06-27,90,3,1,2,10.49,0.05,19.93,,,,,,,,,,,,,,,2026,2,6,June,27,6,Saturday
2026-000179,2026-06-28,33,7,3,1,14.99,0.05,14.24,,,,,,,,,,,,,,,2026,2,6,June,28,0,Sunday
2026-000180,2026-06-29,98,12,2,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,2,6,June,29,1,Monday
2026-000181,2026-06-30,50,6,1,3,13.49,0.1,36.42,,,,,,,,,,,,,,,2026,2,6,June,30,2,Tuesday
2026-000182,2026-07-01,46,7,2,2,14.99,0.1,26.98,,,,,,,,,,,,,,,2026,3,7,July,1,3,Wednesday
2026-000183,2026-07-02,92,12,3,1,20.49,0.05,19.46,,,,,,,,,,,,,,,2026,3,7,July,2,4,Thursday
2026-000184,2026-07-03,58,6,1,3,13.49,0.1,36.42,,,,,,,,,,,,,,,2026,3,7,July,3,5,Friday
2026-000185,2026-07-04,81,10,4,1,28.49,0.1,25.64,,,,,,,,,,,,,,,2026,3,7,July,4,6,Saturday
2026-000186,2026-07-05,23,3,2,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,3,7,July,5,0,Sunday
2026-000187,2026-07-06,95,15,3,1,25.49,0.1,22.94,,,,,,,,,,,,,,,2026,3,7,July,6,1,Monday
2026-000188,2026-07-07,49,8,1,2,13.99,0.05,26.58,,,,,,,,,,,,,,,2026,3,7,July,7,2,Tuesday
2026-000189,2026-07-08,66,11,4,3,22.49,0.1,60.72,,,,,,,,,,,,,,,2026,3,7,July,8,3,Wednesday
2026-000190,2026-07-09,20,2,2,1,9.49,0.0,9.49,,,,,,,,,,,,,,,2026,3,7,July,9,4,Thursday
2026-000191,2026-07-10,108,9,3,1,17.99,0.0,17.99,,,,,,,,,,,,,,,2026,3,7,July,10,5,Friday
2026-000192,2026-07-11,75,14,1,1,35.49,0.1,31.94,,,,,,,,,,,,,,,2026,3,7,July,11,6,Saturday
2026-000193,2026-07-12,29,5,4,2,16.49,0.05,31.32,,,,,,,,,,,,,,,2026,3,7,July,12,0,Sunday
2026-000194,2026-07-13,87,7,2,3,14.99,0.1,40.47,,,,,,,,,,,,,,,2026,3,7,July,13,1,Monday
2026-000195,2026-07-14,34,3,1,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,3,7,July,14,2,Tuesday
2026-000196,2026-07-15,61,12,3,1,20.49,0.05,19.46,,,,,,,,,,,,,,,2026,3,7,July,15,3,Wednesday
2026-000197,2026-07-16,105,6,4,2,13.49,0.1,24.28,,,,,,,,,,,,,,,2026,3,7,July,16,4,Thursday
2026-000198,2026-07-17,42,10,2,1,28.49,0.0,28.49,,,,,,,,,,,,,,,2026,3,7,July,17,5,Friday
2026-000199,2026-07-18,78,1,1,1,7.49,0.0,7.49,,,,,,,,,,,,,,,2026,3,7,July,18,6,Saturday
2026-000200,2026-07-19,55,4,3,1,30.49,0.05,28.97,,,,,,,,,,,,,,,2026,3,7,July,19,0,Sunday
2026-000201,2026-07-20,68,8,2,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,3,7,July,20,1,Monday
2026-000202,2026-07-21,15,15,4,1,25.49,0.1,22.94,,,,,,,,,,,,,,,2026,3,7,July,21,2,Tuesday
2026-000203,2026-07-22,90,3,1,2,10.49,0.05,19.93,,,,,,,,,,,,,,,2026,3,7,July,22,3,Wednesday
2026-000204,2026-07-23,33,7,3,1,14.99,0.05,14.24,,,,,,,,,,,,,,,2026,3,7,July,23,4,Thursday
2026-000205,2026-07-24,98,12,2,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,3,7,July,24,5,Friday
2026-000206,2026-07-25,50,6,1,3,13.49,0.1,36.42,,,,,,,,,,,,,,,2026,3,7,July,25,6,Saturday
2026-000207,2026-07-26,22,10,4,1,28.49,0.05,27.07,,,,,,,,,,,,,,,2026,3,7,July,26,0,Sunday
2026-000208,2026-07-27,80,2,3,1,9.49,0.0,9.49,,,,,,,,,,,,,,,2026,3,7,July,27,1,Monday
2026-000209,2026-07-28,60,14,2,1,35.49,0.1,31.94,,,,,,,,,,,,,,,2026,3,7,July,28,2,Tuesday
2026-000210,2026-07-29,37,5,1,2,16.49,0.05,31.32,,,,,,,,,,,,,,,2026,3,7,July,29,3,Wednesday
2026-000211,2026-07-30,107,3,4,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,3,7,July,30,4,Thursday
2026-000212,2026-07-31,46,11,2,1,22.49,0.0,22.49,,,,,,,,,,,,,,,2026,3,7,July,31,5,Friday
2026-000213,2026-08-01,72,8,3,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,3,8,August,1,6,Saturday
2026-000214,2026-08-02,18,4,1,1,30.49,0.1,27.44,,,,,,,,,,,,,,,2026,3,8,August,2,0,Sunday
2026-000215,2026-08-03,95,6,4,2,13.49,0.1,24.28,,,,,,,,,,,,,,,2026,3,8,August,3,1,Monday
2026-000216,2026-08-04,52,9,3,1,17.99,0.0,17.99,,,,,,,,,,,,,,,2026,3,8,August,4,2,Tuesday
2026-000217,2026-08-05,84,12,2,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,3,8,August,5,3,Wednesday
2026-000218,2026-08-06,29,7,1,3,14.99,0.1,40.47,,,,,,,,,,,,,,,2026,3,8,August,6,4,Thursday
2026-000219,2026-08-07,76,3,4,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,3,8,August,7,5,Friday
2026-000220,2026-08-08,12,15,2,1,25.49,0.1,22.94,,,,,,,,,,,,,,,2026,3,8,August,8,6,Saturday
2026-000221,2026-08-09,67,10,3,1,28.49,0.0,28.49,,,,,,,,,,,,,,,2026,3,8,August,9,0,Sunday
2026-000222,2026-08-10,112,1,1,2,7.49,0.0,14.98,,,,,,,,,,,,,,,2026,3,8,August,10,1,Monday
2026-000223,2026-08-11,42,8,4,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,3,8,August,11,2,Tuesday
2026-000224,2026-08-12,58,14,2,1,35.49,0.1,31.94,,,,,,,,,,,,,,,2026,3,8,August,12,3,Wednesday
2026-000225,2026-08-13,31,5,3,1,16.49,0.0,16.49,,,,,,,,,,,,,,,2026,3,8,August,13,4,Thursday
2026-000226,2026-08-14,87,7,2,2,14.99,0.1,26.98,,,,,,,,,,,,,,,2026,3,8,August,14,5,Friday
2026-000227,2026-08-15,35,12,1,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,3,8,August,15,6,Saturday
2026-000228,2026-08-16,94,6,3,3,13.49,0.1,36.42,,,,,,,,,,,,,,,2026,3,8,August,16,0,Sunday
2026-000229,2026-08-17,49,4,4,1,30.49,0.05,28.97,,,,,,,,,,,,,,,2026,3,8,August,17,1,Monday
2026-000230,2026-08-18,66,3,2,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,3,8,August,18,2,Tuesday
2026-000231,2026-08-19,20,10,1,1,28.49,0.05,27.07,,,,,,,,,,,,,,,2026,3,8,August,19,3,Wednesday
2026-000232,2026-08-20,75,8,3,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,3,8,August,20,4,Thursday
2026-000233,2026-08-21,29,15,4,1,25.49,0.1,22.94,,,,,,,,,,,,,,,2026,3,8,August,21,5,Friday
2026-000234,2026-08-22,60,6,2,2,13.49,0.05,25.61,,,,,,,,,,,,,,,2026,3,8,August,22,6,Saturday
2026-000235,2026-08-23,43,9,1,1,17.99,0.0,17.99,,,,,,,,,,,,,,,2026,3,8,August,23,0,Sunday
2026-000236,2026-08-24,78,12,3,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,3,8,August,24,1,Monday
2026-000237,2026-08-25,55,7,4,3,14.99,0.1,40.47,,,,,,,,,,,,,,,2026,3,8,August,25,2,Tuesday
2026-000238,2026-08-26,69,3,2,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,3,8,August,26,3,Wednesday
2026-000239,2026-08-27,15,10,1,1,28.49,0.0,28.49,,,,,,,,,,,,,,,2026,3,8,August,27,4,Thursday
2026-000240,2026-08-28,90,2,3,1,9.49,0.0,9.49,,,,,,,,,,,,,,,2026,3,8,August,28,5,Friday
2026-000241,2026-08-29,34,14,4,1,35.49,0.1,31.94,,,,,,,,,,,,,,,2026,3,8,August,29,6,Saturday
2026-000242,2026-08-30,98,5,1,2,16.49,0.05,31.32,,,,,,,,,,,,,,,2026,3,8,August,30,0,Sunday
2026-000243,2026-08-31,50,11,2,1,22.49,0.0,22.49,,,,,,,,,,,,,,,2026,3,8,August,31,1,Monday
2026-000244,2026-09-01,22,8,3,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,3,9,September,1,2,Tuesday
2026-000245,2026-09-02,80,4,1,1,30.49,0.05,28.97,,,,,,,,,,,,,,,2026,3,9,September,2,3,Wednesday
2026-000246,2026-09-03,60,6,4,1,12.99,0.0,12.99,,,,,,,,,,,,,,,2026,3,9,September,3,4,Thursday
2026-000247,2026-09-04,38,9,2,1,17.99,0.0,17.99,,,,,,,,,,,,,,,2026,3,9,September,4,5,Friday
2026-000248,2026-09-05,108,12,3,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,3,9,September,5,6,Saturday
2026-000249,2026-09-06,46,7,2,2,14.99,0.05,28.48,,,,,,,,,,,,,,,2026,3,9,September,6,0,Sunday
2026-000250,2026-09-07,92,10,3,1,28.49,0.0,28.49,,,,,,,,,,,,,,,2026,3,9,September,7,1,Monday
2026-000251,2026-09-08,58,3,1,1,9.49,0.0,9.49,,,,,,,,,,,,,,,2026,3,9,September,8,2,Tuesday
2026-000252,2026-09-09,81,12,4,1,20.49,0.1,18.44,,,,,,,,,,,,,,,2026,3,9,September,9,3,Wednesday
2026-000253,2026-09-10,23,6,2,3,13.49,0.1,36.42,,,,,,,,,,,,,,,2026,3,9,September,10,4,Thursday
2026-000254,2026-09-11,95,15,3,1,25.49,0.05,24.22,,,,,,,,,,,,,,,2026,3,9,September,11,5,Friday
2026-000255,2026-09-12,49,8,1,2,13.99,0.0,27.98,,,,,,,,,,,,,,,2026,3,9,September,12,6,Saturday
2026-000256,2026-09-13,66,11,4,1,22.49,0.0,22.49,,,,,,,,,,,,,,,2026,3,9,September,13,0,Sunday
2026-000257,2026-09-14,20,2,2,1,9.49,0.0,9.49,,,,,,,,,,,,,,,2026,3,9,September,14,1,Monday
2026-000258,2026-09-15,108,9,3,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2026,3,9,September,15,2,Tuesday
2026-000259,2026-09-16,75,14,1,1,35.49,0.1,31.94,,,,,,,,,,,,,,,2026,3,9,September,16,3,Wednesday
2026-000260,2026-09-17,29,5,4,2,16.49,0.05,31.32,,,,,,,,,,,,,,,2026,3,9,September,17,4,Thursday
2026-000261,2026-09-18,87,7,2,3,14.99,0.1,40.47,,,,,,,,,,,,,,,2026,3,9,September,18,5,Friday
2026-000262,2026-09-19,34,3,1,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,3,9,September,19,6,Saturday
2026-000263,2026-09-20,61,12,3,1,20.49,0.05,19.46,,,,,,,,,,,,,,,2026,3,9,September,20,0,Sunday
2026-000264,2026-09-21,105,6,4,2,13.49,0.05,25.61,,,,,,,,,,,,,,,2026,3,9,September,21,1,Monday
2026-000265,2026-09-22,42,10,2,1,27.99,0.0,27.99,,,,,,,,,,,,,,,2026,3,9,September,22,2,Tuesday
2026-000266,2026-09-23,78,1,1,1,7.49,0.0,7.49,,,,,,,,,,,,,,,2026,3,9,September,23,3,Wednesday
2026-000267,2026-09-24,55,4,3,1,30.49,0.0,30.49,,,,,,,,,,,,,,,2026,3,9,September,24,4,Thursday
2026-000268,2026-09-25,69,8,2,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,3,9,September,25,5,Friday
2026-000269,2026-09-26,15,15,4,1,25.49,0.1,22.94,,,,,,,,,,,,,,,2026,3,9,September,26,6,Saturday
2026-000270,2026-09-27,90,3,1,2,10.49,0.05,19.93,,,,,,,,,,,,,,,2026,3,9,September,27,0,Sunday
2026-000271,2026-09-28,33,7,3,1,14.99,0.05,14.24,,,,,,,,,,,,,,,2026,3,9,September,28,1,Monday
2026-000272,2026-09-29,98,12,2,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,3,9,September,29,2,Tuesday
2026-000273,2026-09-30,50,6,1,3,13.49,0.1,36.42,,,,,,,,,,,,,,,2026,3,9,September,30,3,Wednesday
2026-000274,2026-10-01,46,7,2,1,14.99,0.05,14.24,,,,,,,,,,,,,,,2026,4,10,October,1,4,Thursday
2026-000275,2026-10-02,92,12,3,2,20.49,0.1,36.88,,,,,,,,,,,,,,,2026,4,10,October,2,5,Friday
2026-000276,2026-10-03,58,6,1,3,13.49,0.1,36.42,,,,,,,,,,,,,,,2026,4,10,October,3,6,Saturday
2026-000277,2026-10-04,81,10,4,1,28.49,0.05,27.07,,,,,,,,,,,,,,,2026,4,10,October,4,0,Sunday
2026-000278,2026-10-05,23,3,2,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,4,10,October,5,1,Monday
2026-000279,2026-10-06,95,15,3,1,25.49,0.1,22.94,,,,,,,,,,,,,,,2026,4,10,October,6,2,Tuesday
2026-000280,2026-10-07,49,8,1,2,13.99,0.05,26.58,,,,,,,,,,,,,,,2026,4,10,October,7,3,Wednesday
2026-000281,2026-10-08,66,11,4,3,22.49,0.1,60.72,,,,,,,,,,,,,,,2026,4,10,October,8,4,Thursday
2026-000282,2026-10-09,20,2,2,1,9.49,0.0,9.49,,,,,,,,,,,,,,,2026,4,10,October,9,5,Friday
2026-000283,2026-10-10,108,9,3,1,17.99,0.0,17.99,,,,,,,,,,,,,,,2026,4,10,October,10,6,Saturday
2026-000284,2026-10-11,75,14,1,1,35.49,0.1,31.94,,,,,,,,,,,,,,,2026,4,10,October,11,0,Sunday
2026-000285,2026-10-12,29,5,4,2,16.49,0.05,31.32,,,,,,,,,,,,,,,2026,4,10,October,12,1,Monday
2026-000286,2026-10-13,87,7,2,3,14.99,0.1,40.47,,,,,,,,,,,,,,,2026,4,10,October,13,2,Tuesday
2026-000287,2026-10-14,34,3,1,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,4,10,October,14,3,Wednesday
2026-000288,2026-10-15,61,12,3,1,20.49,0.05,19.46,,,,,,,,,,,,,,,2026,4,10,October,15,4,Thursday
2026-000289,2026-10-16,105,6,4,2,13.49,0.1,24.28,,,,,,,,,,,,,,,2026,4,10,October,16,5,Friday
2026-000290,2026-10-17,42,10,2,1,28.49,0.0,28.49,,,,,,,,,,,,,,,2026,4,10,October,17,6,Saturday
2026-000291,2026-10-18,78,1,1,1,7.49,0.0,7.49,,,,,,,,,,,,,,,2026,4,10,October,18,0,Sunday
2026-000292,2026-10-19,55,4,3,1,30.49,0.05,28.97,,,,,,,,,,,,,,,2026,4,10,October,19,1,Monday
2026-000293,2026-10-20,68,8,2,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,4,10,October,20,2,Tuesday
2026-000294,2026-10-21,15,15,4,1,25.49,0.1,22.94,,,,,,,,,,,,,,,2026,4,10,October,21,3,Wednesday
2026-000295,2026-10-22,90,3,1,2,10.49,0.05,19.93,,,,,,,,,,,,,,,2026,4,10,October,22,4,Thursday
2026-000296,2026-10-23,33,7,3,1,14.99,0.05,14.24,,,,,,,,,,,,,,,2026,4,10,October,23,5,Friday
2026-000297,2026-10-24,98,12,2,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,4,10,October,24,6,Saturday
2026-000298,2026-10-25,50,6,1,3,13.49,0.1,36.42,,,,,,,,,,,,,,,2026,4,10,October,25,0,Sunday
2026-000299,2026-10-26,22,10,4,1,28.49,0.05,27.07,,,,,,,,,,,,,,,2026,4,10,October,26,1,Monday
2026-000300,2026-10-27,80,2,3,1,9.49,0.0,9.49,,,,,,,,,,,,,,,2026,4,10,October,27,2,Tuesday
2026-000301,2026-10-28,60,14,2,1,35.49,0.1,31.94,,,,,,,,,,,,,,,2026,4,10,October,28,3,Wednesday
2026-000302,2026-10-29,37,5,1,2,16.49,0.05,31.32,,,,,,,,,,,,,,,2026,4,10,October,29,4,Thursday
2026-000303,2026-10-30,107,3,4,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,4,10,October,30,5,Friday
2026-000304,2026-10-31,46,11,2,1,22.49,0.0,22.49,,,,,,,,,,,,,,,2026,4,10,October,31,6,Saturday
2026-000305,2026-11-01,72,8,3,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,4,11,November,1,0,Sunday
2026-000306,2026-11-02,18,4,1,1,30.49,0.1,27.44,,,,,,,,,,,,,,,2026,4,11,November,2,1,Monday
2026-000307,2026-11-03,95,6,4,2,13.49,0.1,24.28,,,,,,,,,,,,,,,2026,4,11,November,3,2,Tuesday
2026-000308,2026-11-04,52,9,3,1,17.99,0.0,17.99,,,,,,,,,,,,,,,2026,4,11,November,4,3,Wednesday
2026-000309,2026-11-05,84,12,2,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,4,11,November,5,4,Thursday
2026-000310,2026-11-06,29,7,1,3,14.99,0.1,40.47,,,,,,,,,,,,,,,2026,4,11,November,6,5,Friday
2026-000311,2026-11-07,76,3,4,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,4,11,November,7,6,Saturday
2026-000312,2026-11-08,12,15,2,1,25.49,0.1,22.94,,,,,,,,,,,,,,,2026,4,11,November,8,0,Sunday
2026-000313,2026-11-09,67,10,3,1,28.49,0.0,28.49,,,,,,,,,,,,,,,2026,4,11,November,9,1,Monday
2026-000314,2026-11-10,112,1,1,2,7.49,0.0,14.98,,,,,,,,,,,,,,,2026,4,11,November,10,2,Tuesday
2026-000315,2026-11-11,42,8,4,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,4,11,November,11,3,Wednesday
2026-000316,2026-11-12,58,14,2,1,35.49,0.1,31.94,,,,,,,,,,,,,,,2026,4,11,November,12,4,Thursday
2026-000317,2026-11-13,31,5,3,1,16.49,0.0,16.49,,,,,,,,,,,,,,,2026,4,11,November,13,5,Friday
2026-000318,2026-11-14,87,7,2,2,14.99,0.1,26.98,,,,,,,,,,,,,,,2026,4,11,November,14,6,Saturday
2026-000319,2026-11-15,35,12,1,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,4,11,November,15,0,Sunday
2026-000320,2026-11-16,94,6,3,3,13.49,0.1,36.42,,,,,,,,,,,,,,,2026,4,11,November,16,1,Monday
2026-000321,2026-11-17,49,4,4,1,30.49,0.05,28.97,,,,,,,,,,,,,,,2026,4,11,November,17,2,Tuesday
2026-000322,2026-11-18,66,3,2,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,4,11,November,18,3,Wednesday
2026-000323,2026-11-19,20,10,1,1,28.49,0.05,27.07,,,,,,,,,,,,,,,2026,4,11,November,19,4,Thursday
2026-000324,2026-11-20,75,8,3,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,4,11,November,20,5,Friday
2026-000325,2026-11-21,29,15,4,1,25.49,0.1,22.94,,,,,,,,,,,,,,,2026,4,11,November,21,6,Saturday
2026-000326,2026-11-22,60,6,2,2,13.49,0.05,25.61,,,,,,,,,,,,,,,2026,4,11,November,22,0,Sunday
2026-000327,2026-11-23,43,9,1,1,17.99,0.0,17.99,,,,,,,,,,,,,,,2026,4,11,November,23,1,Monday
2026-000328,2026-11-24,78,12,3,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,4,11,November,24,2,Tuesday
2026-000329,2026-11-25,55,7,4,3,14.99,0.1,40.47,,,,,,,,,,,,,,,2026,4,11,November,25,3,Wednesday
2026-000330,2026-11-26,69,3,2,1,10.49,0.0,10.49,,,,,,,,,,,,,,,2026,4,11,November,26,4,Thursday
2026-000331,2026-11-27,15,10,1,1,28.49,0.0,28.49,,,,,,,,,,,,,,,2026,4,11,November,27,5,Friday
2026-000332,2026-11-28,90,2,3,1,9.49,0.0,9.49,,,,,,,,,,,,,,,2026,4,11,November,28,6,Saturday
2026-000333,2026-11-29,34,14,4,1,35.49,0.1,31.94,,,,,,,,,,,,,,,2026,4,11,November,29,0,Sunday
2026-000334,2026-11-30,98,5,1,2,16.49,0.05,31.32,,,,,,,,,,,,,,,2026,4,11,November,30,1,Monday
2026-000335,2026-12-01,50,11,2,1,22.49,0.0,22.49,,,,,,,,,,,,,,,2026,4,12,December,1,2,Tuesday
2026-000336,2026-12-02,22,8,3,1,13.99,0.0,13.99,,,,,,,,,,,,,,,2026,4,12,December,2,3,Wednesday
2026-000337,2026-12-03,80,4,1,1,30.49,0.05,28.97,,,,,,,,,,,,,,,2026,4,12,December,3,4,Thursday
2026-000338,2026-12-04,60,6,4,1,12.99,0.0,12.99,,,,,,,,,,,,,,,2026,4,12,December,4,5,Friday
2026-000339,2026-12-05,38,9,2,1,17.99,0.0,17.99,,,,,,,,,,,,,,,2026,4,12,December,5,6,Saturday
2026-000340,2026-12-06,108,12,3,1,20.49,0.0,20.49,,,,,,,,,,,,,,,2026,4,12,December,6,0,Sunday
2026-000341,2026-12-07,46,7,2,2,14.99,0.05,28.48,,,,,,,,,,,,,,,2026,4,12,December,7,1,Monday
2026-000342,2026-12-08,92,10,3,1,28.49,0.0,28.49,,,,,,,,,,,,,,,2026,4,12,December,8,2,Tuesday
2026-000343,2026-12-09,58,3,1,1,9.49,0.0,9.49,,,,,,,,,,,,,,,2026,4,12,December,9,3,Wednesday
2026-000344,2026-12-10,81,12,4,1,20.49,0.1,18.44,,,,,,,,,,,,,,,2026,4,12,December,10,4,Thursday
2026-000345,2026-12-11,23,6,2,3,13.49,0.1,36.42,,,,,,,,,,,,,,,2026,4,12,December,11,5,Friday
2026-000346,2026-12-12,95,15,3,1,25.49,0.05,24.22,,,,,,,,,,,,,,,2026,4,12,December,12,6,Saturday
2026-000347,2026-12-13,49,8,1,2,13.99,0.0,27.98,,,,,,,,,,,,,,,2026,4,12,December,13,0,Sunday
2026-000348,2026-12-14,66,11,4,1,22.49,0.0,22.49,,,,,,,,,,,,,,,2026,4,12,December,14,1,Monday
2026-000349,2026-12-15,20,2,2,1,9.49,0.0,9.49,,,,,,,,,,,,,,,2026,4,12,December,15,2,Tuesday
2026-000350,2026-12-16,108,9,3,1,17.49,0.0,17.49,,,,,,,,,,,,,,,2026,4,12,December,16,3,Wednesday
